name,square,circle,triangle
hackthoon308train01795,1,0,1
hackthoon308train01796,1,1,1
hackthoon308train01797,1,1,0
hackthoon308train01798,1,1,1
hackthoon308train01799,1,1,1
hackthoon308train01800,1,1,0
hackthoon308train01801,1,1,0
hackthoon308train01802,1,0,1
hackthoon308train01803,1,1,1
hackthoon308train01804,1,1,0
hackthoon308train01805,1,1,1
hackthoon308train01806,1,1,0
hackthoon308train01807,1,0,1
hackthoon308train01808,0,1,1
hackthoon308train01809,1,1,0
hackthoon308train01810,1,1,0
hackthoon308train01811,0,1,1
hackthoon308train01812,1,1,0
hackthoon308train01813,1,0,1
hackthoon308train01814,1,0,1
hackthoon308train01815,1,0,1
hackthoon308train01816,1,1,0
hackthoon308train01817,1,1,0
hackthoon308train01818,1,0,1
hackthoon308train01819,0,1,1
hackthoon308train01820,1,0,1
hackthoon308train01821,0,1,1
hackthoon308train01822,0,1,1
hackthoon308train01823,1,1,0
hackthoon308train01824,1,1,0
hackthoon308train01825,1,0,1
hackthoon308train01826,1,0,1
hackthoon308train01827,1,1,1
hackthoon308train01828,1,1,0
hackthoon308train01829,0,1,1
hackthoon308train01830,1,1,0
hackthoon308train01831,1,1,0
hackthoon308train01832,0,1,0
hackthoon308train01833,1,1,0
hackthoon308train01834,1,1,0
hackthoon308train01835,1,1,1
hackthoon308train01836,1,1,0
hackthoon308train01837,0,0,1
hackthoon308train01838,1,1,0
hackthoon308train01839,1,1,1
hackthoon308train01840,0,1,0
hackthoon308train01841,0,1,1
hackthoon308train01842,0,1,1
hackthoon308train01843,0,0,1
hackthoon308train01844,0,1,0
hackthoon308train01845,1,0,0
hackthoon308train01846,1,1,1
hackthoon308train01847,1,0,1
hackthoon308train01848,1,1,0
hackthoon308train01849,1,1,0
hackthoon308train01850,1,1,0
hackthoon308train01851,1,1,1
hackthoon308train01852,1,1,1
hackthoon308train01853,0,1,1
hackthoon308train01854,1,1,0
hackthoon308train01855,1,1,0
hackthoon308train01856,1,1,1
hackthoon308train01857,1,0,1
hackthoon308train01858,0,1,1
hackthoon308train01859,1,1,0
hackthoon308train01860,0,1,1
hackthoon308train01861,0,1,1
hackthoon308train01862,0,1,1
hackthoon308train01863,0,0,1
hackthoon308train01864,1,1,0
hackthoon308train01865,1,1,0
hackthoon308train01866,1,1,0
hackthoon308train01867,1,1,1
hackthoon308train01868,1,0,1
hackthoon308train01869,1,1,0
hackthoon308train01870,1,0,1
hackthoon308train01871,0,1,1
hackthoon308train01872,1,1,0
hackthoon308train01873,0,1,1
hackthoon308train01874,1,0,1
hackthoon308train01875,1,0,1
hackthoon308train01876,1,0,1
hackthoon308train01877,1,1,1
hackthoon308train01878,0,1,1
hackthoon308train01879,1,1,1
hackthoon308train01880,1,1,0
hackthoon308train01881,0,1,1
hackthoon308train01882,0,1,1
hackthoon308train01883,1,1,1
hackthoon308train01884,1,0,1
hackthoon308train01885,0,1,0
hackthoon308train01886,0,1,1
hackthoon308train01887,1,1,1
hackthoon308train01888,1,1,1
hackthoon308train01889,1,1,1
hackthoon308train01890,0,1,1
hackthoon308train01891,1,1,1
hackthoon308train01892,1,0,1
hackthoon308train01893,1,0,1
hackthoon308train01894,1,1,0
hackthoon308train01895,0,1,0
hackthoon308train01896,0,1,1
hackthoon308train01897,0,1,1
hackthoon308train01898,1,1,0
hackthoon308train01899,1,1,1
hackthoon308train01900,1,1,0
hackthoon308train01901,1,0,1
hackthoon308train01902,1,0,1
hackthoon308train01903,1,1,1
hackthoon308train01904,1,1,1
hackthoon308train01905,0,1,1
hackthoon308train01906,0,1,1
hackthoon308train01907,0,1,1
hackthoon308train01908,1,1,0
hackthoon308train01909,1,0,1
hackthoon308train01910,1,1,1
hackthoon308train01911,1,1,1
hackthoon308train01912,1,0,1
hackthoon308train01913,0,1,1
hackthoon308train01914,1,1,0
hackthoon308train01915,1,1,1
hackthoon308train01916,1,1,1
hackthoon308train01917,1,1,1
hackthoon308train01918,0,1,1
hackthoon308train01919,1,0,1
hackthoon308train01920,1,1,1
hackthoon308train01921,1,1,1
hackthoon308train01922,1,0,1
hackthoon308train01923,1,0,1
hackthoon308train01924,1,1,0
hackthoon308train01925,1,0,1
hackthoon308train01926,0,1,1
hackthoon308train01927,1,1,0
hackthoon308train01928,1,0,1
hackthoon308train01929,0,1,0
hackthoon308train01930,1,1,1
hackthoon308train01931,1,1,1
hackthoon308train01932,0,1,1
hackthoon308train01933,1,1,0
hackthoon308train01934,0,1,1
hackthoon308train01935,1,0,1
hackthoon308train01936,0,1,1
hackthoon308train01937,0,1,1
hackthoon308train01938,1,0,1
hackthoon308train01939,0,1,1
hackthoon308train01940,0,1,0
hackthoon308train01941,1,1,0
hackthoon308train01942,1,1,0
hackthoon308train01943,1,1,0
hackthoon308train01944,1,1,0
hackthoon308train01945,1,1,0
hackthoon308train01946,1,1,1
hackthoon308train01947,1,0,1
hackthoon308train01948,0,1,0
hackthoon308train01949,1,0,0
hackthoon308train01950,1,1,1
hackthoon308train01951,1,1,1
hackthoon308train01952,1,0,1
hackthoon308train01953,0,1,1
hackthoon308train01954,1,1,0
hackthoon308train01955,1,0,1
hackthoon308train01956,0,1,1
hackthoon308train01957,1,1,1
hackthoon308train01958,1,0,1
hackthoon308train01959,0,1,0
hackthoon308train01960,1,0,1
hackthoon308train01961,1,1,1
hackthoon308train01962,1,1,0
hackthoon308train01963,0,1,1
hackthoon308train01964,1,1,0
hackthoon308train01965,0,1,1
hackthoon308train01966,1,0,1
hackthoon308train01967,1,1,1
hackthoon308train01968,1,0,1
hackthoon308train01969,0,1,1
hackthoon308train01970,0,1,1
hackthoon308train01971,1,1,1
hackthoon308train01972,1,1,1
hackthoon308train01973,1,1,0
hackthoon308train01974,1,0,1
hackthoon308train01975,1,1,0
hackthoon308train01976,0,0,1
hackthoon308train01977,0,1,0
hackthoon308train01978,0,1,1
hackthoon308train01979,0,1,1
hackthoon308train01980,0,1,0
hackthoon308train01981,1,0,1
hackthoon308train01982,0,1,1
hackthoon308train01983,1,0,0
hackthoon308train01984,0,1,1
hackthoon308train01985,0,1,1
hackthoon308train01986,1,0,1
hackthoon308train01987,0,1,1
hackthoon308train01988,1,1,1
hackthoon308train01989,0,1,1
hackthoon308train01990,1,1,0
hackthoon308train01991,1,1,1
hackthoon308train01992,1,1,1
hackthoon308train01993,0,1,1
hackthoon308train01994,1,0,1
hackthoon308train01995,0,1,1
hackthoon308train01996,0,1,1
hackthoon308train01997,1,1,0
hackthoon308train01998,1,0,1
hackthoon308train01999,0,1,0
hackthoon308train02000,0,1,1
hackthoon308train02001,1,1,0
hackthoon308train02002,0,1,1
hackthoon308train02003,1,1,1
hackthoon308train02004,1,1,1
hackthoon308train02005,1,1,1
hackthoon308train02006,1,0,1
hackthoon308train02007,1,1,1
hackthoon308train02008,1,1,1
hackthoon308train02009,0,1,1
hackthoon308train02010,1,0,1
hackthoon308train02011,1,1,0
hackthoon308train02012,1,0,0
hackthoon308train02013,1,1,0
hackthoon308train02014,1,1,1
hackthoon308train02015,1,0,0
hackthoon308train02016,1,0,1
hackthoon308train02017,1,0,1
hackthoon308train02018,1,1,1
hackthoon308train02019,0,1,1
hackthoon308train02020,1,1,1
hackthoon308train02021,1,0,1
hackthoon308train02022,1,1,1
hackthoon308train02023,1,0,1
hackthoon308train02024,1,1,0
hackthoon308train02025,1,1,0
hackthoon308train02026,1,1,1
hackthoon308train02027,0,1,1
hackthoon308train02028,0,1,0
hackthoon308train02029,1,0,1
hackthoon308train02030,1,0,1
hackthoon308train02031,1,1,1
hackthoon308train02032,0,0,1
hackthoon308train02033,1,0,1
hackthoon308train02034,0,1,1
hackthoon308train02035,1,1,1
hackthoon308train02036,1,0,1
hackthoon308train02037,1,1,1
hackthoon308train02038,1,1,0
hackthoon308train02039,0,1,1
hackthoon308train02040,0,1,0
hackthoon308train02041,1,1,1
hackthoon308train02042,1,1,1
hackthoon308train02043,1,1,0
hackthoon308train02044,1,0,1
hackthoon308train02045,0,1,1
hackthoon308train02046,1,1,0
hackthoon308train02047,1,1,1
hackthoon308train02048,0,1,1
hackthoon308train02049,1,0,1
hackthoon308train02050,1,1,1
hackthoon308train02051,1,0,1
hackthoon308train02052,1,1,1
hackthoon308train02053,1,1,0
hackthoon308train02054,1,1,1
hackthoon308train02055,0,1,1
hackthoon308train02056,1,0,0
hackthoon308train02057,1,0,1
hackthoon308train02058,1,1,1
hackthoon308train02059,1,0,0
hackthoon308train02060,1,1,0
hackthoon308train02061,1,1,1
hackthoon308train02062,1,1,0
hackthoon308train02063,0,1,0
hackthoon308train02064,1,1,0
hackthoon308train02065,1,1,0
hackthoon308train02066,1,1,1
hackthoon308train02067,1,0,1
hackthoon308train02068,0,1,0
hackthoon308train02069,0,1,1
hackthoon308train02070,0,1,0
hackthoon308train02071,1,1,0
hackthoon308train02072,1,1,0
hackthoon308train02073,1,1,1
hackthoon308train02074,1,1,0
hackthoon308train02075,1,1,0
hackthoon308train02076,1,0,1
hackthoon308train02077,1,0,1
hackthoon308train02078,1,1,1
hackthoon308train02079,0,1,1
hackthoon308train02080,1,1,0
hackthoon308train02081,1,1,0
hackthoon308train02082,1,1,1
hackthoon308train02083,0,1,1
hackthoon308train02084,1,1,0
hackthoon308train02085,0,1,1
hackthoon308train02086,1,0,1
hackthoon308train02087,0,1,0
hackthoon308train02088,0,1,0
hackthoon308train02089,0,1,1
hackthoon308train02090,0,1,1
hackthoon308train02091,0,1,1
hackthoon308train02092,1,1,1
hackthoon308train02093,0,1,1
hackthoon308train02094,1,1,0
hackthoon308train02095,0,1,0
hackthoon308train02096,0,1,1
hackthoon308train02097,1,1,1
hackthoon308train02098,0,1,1
hackthoon308train02099,1,1,1
hackthoon308train02100,0,1,1
hackthoon308train02101,0,1,0
hackthoon308train02102,1,1,1
hackthoon308train02103,0,1,1
hackthoon308train02104,1,1,1
hackthoon308train02105,1,1,0
hackthoon308train02106,1,1,0
hackthoon308train02107,0,1,1
hackthoon308train02108,0,1,1
hackthoon308train02109,1,1,1
hackthoon308train02110,0,1,1
hackthoon308train02111,1,0,1
hackthoon308train02112,1,0,1
hackthoon308train02113,0,1,1
hackthoon308train02114,1,1,1
hackthoon308train02115,1,0,1
hackthoon308train02116,0,1,1
hackthoon308train02117,1,1,0
hackthoon308train02118,1,0,1
hackthoon308train02119,0,1,1
hackthoon308train02120,1,0,0
hackthoon308train02121,1,1,0
hackthoon308train02122,0,1,1
hackthoon308train02123,1,0,1
hackthoon308train02124,1,1,1
hackthoon308train02125,1,0,1
hackthoon308train02126,1,1,1
hackthoon308train02127,0,0,1
hackthoon308train02128,0,1,1
hackthoon308train02129,1,0,1
hackthoon308train02130,1,1,0
hackthoon308train02131,0,1,0
hackthoon308train02132,0,1,1
hackthoon308train02133,1,1,0
hackthoon308train02134,1,1,0
hackthoon308train02135,1,1,0
hackthoon308train02136,0,1,1
hackthoon308train02137,1,0,1
hackthoon308train02138,0,1,0
hackthoon308train02139,1,1,1
hackthoon308train02140,1,0,1
hackthoon308train02141,1,1,0
hackthoon308train02142,1,1,0
hackthoon308train02143,0,0,1
hackthoon308train02144,0,1,1
hackthoon308train02145,1,1,0
hackthoon308train02146,0,1,1
hackthoon308train02147,0,1,1
hackthoon308train02148,1,1,1
hackthoon308train02149,0,1,1
hackthoon308train02150,0,1,1
hackthoon308train02151,1,1,0
hackthoon308train02152,1,1,0
hackthoon308train02153,0,1,1
hackthoon308train02154,0,0,1
hackthoon308train02155,0,1,1
hackthoon308train02156,0,0,1
hackthoon308train02157,1,1,0
hackthoon308train02158,1,0,1
hackthoon308train02159,0,1,1
hackthoon308train02160,1,1,0
hackthoon308train02161,1,1,1
hackthoon308train02162,1,1,1
hackthoon308train02163,1,1,0
hackthoon308train02164,1,1,1
hackthoon308train02165,1,1,1
hackthoon308train02166,0,1,1
hackthoon308train02167,1,0,1
hackthoon308train02168,0,1,1
hackthoon308train02169,0,1,0
hackthoon308train02170,1,1,0
hackthoon308train02171,1,1,0
hackthoon308train02172,1,0,1
hackthoon308train02173,1,1,0
hackthoon308train02174,1,0,1
hackthoon308train02175,0,1,1
hackthoon308train02176,1,1,0
hackthoon308train02177,1,0,1
hackthoon308train02178,1,0,1
hackthoon308train02179,1,1,1
hackthoon308train02180,1,0,1
hackthoon308train02181,1,0,1
hackthoon308train02182,1,0,1
hackthoon308train02183,1,1,1
hackthoon308train02184,1,0,1
hackthoon308train02185,1,0,0
hackthoon308train02186,0,1,1
hackthoon308train02187,1,1,0
hackthoon308train02188,1,0,1
hackthoon308train02189,1,1,0
hackthoon308train02190,1,1,0
hackthoon308train02191,0,1,1
hackthoon308train02192,1,1,0
hackthoon308train02193,0,1,1
hackthoon308train02194,1,1,1
hackthoon308train02195,0,1,1
hackthoon308train02196,1,1,0
hackthoon308train02197,1,0,1
hackthoon308train02198,0,1,1
hackthoon308train02199,0,1,1
hackthoon308train02200,0,1,1
hackthoon308train02201,1,0,1
hackthoon308train02202,1,1,0
hackthoon308train02203,1,1,1
hackthoon308train02204,0,1,1
hackthoon308train02205,1,1,0
hackthoon308train02206,1,1,1
hackthoon308train02207,0,1,0
hackthoon308train02208,1,1,1
hackthoon308train02209,1,1,1
hackthoon308train02210,1,1,1
hackthoon308train02211,1,1,1
hackthoon308train02212,1,1,0
hackthoon308train02213,1,0,1
hackthoon308train02214,0,1,1
hackthoon308train02215,1,0,1
hackthoon308train02216,1,0,1
hackthoon308train02217,0,1,1
hackthoon308train02218,1,1,1
hackthoon308train02219,0,1,1
hackthoon308train02220,1,1,0
hackthoon308train02221,1,1,0
hackthoon308train02222,0,1,1
hackthoon308train02223,0,1,1
hackthoon308train02224,1,1,0
hackthoon308train02225,1,1,1
hackthoon308train02226,1,0,1
hackthoon308train02227,1,1,1
hackthoon308train02228,0,1,1
hackthoon308train02229,0,1,1
hackthoon308train02230,1,1,1
hackthoon308train02231,1,1,1
hackthoon308train02232,1,1,1
hackthoon308train02233,1,0,1
hackthoon308train02234,1,1,0
hackthoon308train02235,1,1,0
hackthoon308train02236,1,1,1
hackthoon308train02237,1,1,1
hackthoon308train02238,1,1,0
hackthoon308train02239,1,1,1
hackthoon308train02240,1,1,1
hackthoon308train02241,1,1,1
hackthoon308train02242,0,1,1
hackthoon308train02243,1,0,1
hackthoon308train02244,1,0,1
hackthoon308train02245,0,0,1
hackthoon308train02246,1,1,1
hackthoon308train02247,1,1,1
hackthoon308train02248,1,1,0
hackthoon308train02249,1,1,0
hackthoon308train02250,1,1,0
hackthoon308train02251,1,1,0
hackthoon308train02252,0,0,1
hackthoon308train02253,1,0,1
hackthoon308train02254,1,0,1
hackthoon308train02255,1,1,1
hackthoon308train02256,1,1,0
hackthoon308train02257,1,1,1
hackthoon308train02258,1,1,0
hackthoon308train02259,1,0,1
hackthoon308train02260,1,0,1
hackthoon308train02261,1,1,1
hackthoon308train02262,0,0,1
hackthoon308train02263,1,0,1
hackthoon308train02264,1,1,0
hackthoon308train02265,1,0,1
hackthoon308train02266,1,1,1
hackthoon308train02267,1,1,0
hackthoon308train02268,1,1,0
hackthoon308train02269,1,1,0
hackthoon308train02270,1,0,1
hackthoon308train02271,1,1,0
hackthoon308train02272,0,1,1
hackthoon308train02273,1,1,0
hackthoon308train02274,0,1,1
hackthoon308train02275,1,1,1
hackthoon308train02276,0,1,1
hackthoon308train02277,1,0,1
hackthoon308train02278,1,0,1
hackthoon308train02279,0,1,1
hackthoon308train02280,0,1,1
hackthoon308train02281,1,0,1
hackthoon308train02282,0,1,1
hackthoon308train02283,1,0,0
hackthoon308train02284,0,1,1
hackthoon308train02285,0,0,1
hackthoon308train02286,1,1,1
hackthoon308train02287,1,0,1
hackthoon308train02288,1,1,0
hackthoon308train02289,1,1,1
hackthoon308train02290,1,1,1
hackthoon308train02291,1,1,0
hackthoon308train02292,1,1,1
hackthoon308train02293,1,0,1
hackthoon308train02294,1,1,1
hackthoon308train02295,1,1,1
hackthoon308train02296,1,0,1
hackthoon308train02297,1,1,0
hackthoon308train02298,1,0,1
hackthoon308train02299,0,1,1
hackthoon308train02300,1,0,1
hackthoon308train02301,1,1,1
hackthoon308train02302,1,1,0
hackthoon308train02303,1,1,1
hackthoon308train02304,1,0,1
hackthoon308train02305,1,0,1
hackthoon308train02306,1,0,1
hackthoon308train02307,1,1,0
hackthoon308train02308,1,1,0
hackthoon308train02309,0,1,1
hackthoon308train02310,1,1,1
hackthoon308train02311,1,0,1
hackthoon308train02312,1,0,1
hackthoon308train02313,1,0,1
hackthoon308train02314,0,0,1
hackthoon308train02315,1,0,0
hackthoon308train02316,1,1,1
hackthoon308train02317,0,1,1
hackthoon308train02318,1,1,1
hackthoon308train02319,1,1,1
hackthoon308train02320,1,1,1
hackthoon308train02321,0,1,1
hackthoon308train02322,1,1,0
hackthoon308train02323,1,1,1
hackthoon308train02324,0,1,1
hackthoon308train02325,0,1,1
hackthoon308train02326,1,0,1
hackthoon308train02327,0,1,1
hackthoon308train02328,1,1,1
hackthoon308train02329,1,1,1
hackthoon308train02330,1,1,1
hackthoon308train02331,0,1,1
hackthoon308train02332,1,0,1
hackthoon308train02333,1,0,0
hackthoon308train02334,1,1,0
hackthoon308train02335,1,1,0
hackthoon308train02336,1,1,0
hackthoon308train02337,0,1,1
hackthoon308train02338,0,1,1
hackthoon308train02339,1,1,1
hackthoon308train02340,0,1,1
hackthoon308train02341,0,1,1
hackthoon308train02342,1,1,1
hackthoon308train02343,1,1,1
hackthoon308train02344,1,0,1
hackthoon308train02345,1,0,1
hackthoon308train02346,1,1,1
hackthoon308train02347,1,1,0
hackthoon308train02348,1,1,0
hackthoon308train02349,1,0,0
hackthoon308train02350,1,1,0
hackthoon308train02351,1,1,1
hackthoon308train02352,1,1,1
hackthoon308train02353,1,1,1
hackthoon308train02354,0,1,1
hackthoon308train02355,0,1,1
hackthoon308train02356,1,1,0
hackthoon308train02357,1,0,1
hackthoon308train02358,0,0,1
hackthoon308train02359,1,0,1
hackthoon308train02360,1,1,1
hackthoon308train02361,1,1,0
hackthoon308train02362,1,1,1
hackthoon308train02363,1,1,0
hackthoon308train02364,0,1,1
hackthoon308train02365,1,1,1
hackthoon308train02366,1,1,1
hackthoon308train02367,1,0,1
hackthoon308train02368,1,1,1
hackthoon308train02369,1,1,0
hackthoon308train02370,0,1,1
hackthoon308train02371,1,1,1
hackthoon308train02372,1,1,0
hackthoon308train02373,1,1,1
hackthoon308train02374,0,1,1
hackthoon308train02375,1,1,1
hackthoon308train02376,1,1,1
hackthoon308train02377,1,1,1
hackthoon308train02378,1,1,1
hackthoon308train02379,1,0,1
hackthoon308train02380,1,1,1
hackthoon308train02381,1,1,0
hackthoon308train02382,0,1,1
hackthoon308train02383,1,1,0
hackthoon308train02384,0,1,1
hackthoon308train02385,1,0,1
hackthoon308train02386,1,0,0
hackthoon308train02387,0,1,1
hackthoon308train02388,1,1,1
hackthoon308train02389,0,1,1
hackthoon308train02390,1,1,1
hackthoon308train02391,1,1,1
hackthoon308train02392,1,1,1
hackthoon308train02393,1,1,0
hackthoon308train02394,1,1,1
hackthoon308train02395,1,1,1
hackthoon308train02396,1,1,1
hackthoon308train02397,1,1,1
hackthoon308train02398,1,0,1
hackthoon308train02399,1,0,1
hackthoon308train02400,1,1,0
hackthoon308train02401,1,1,1
hackthoon308train02402,1,0,1
hackthoon308train02403,1,1,1
hackthoon308train02404,1,1,0
hackthoon308train02405,0,0,1
hackthoon308train02406,1,0,1
hackthoon308train02407,0,1,0
hackthoon308train02408,1,1,0
hackthoon308train02409,0,1,1
hackthoon308train02410,1,1,0
hackthoon308train02411,0,1,1
hackthoon308train02412,1,1,1
hackthoon308train02413,0,1,1
hackthoon308train02414,0,0,1
hackthoon308train02415,0,1,1
hackthoon308train02416,0,1,1
hackthoon308train02417,1,1,1
hackthoon308train02418,1,0,1
hackthoon308train02419,0,0,1
hackthoon308train02420,0,1,1
hackthoon308train02421,1,1,1
hackthoon308train02422,1,1,0
hackthoon308train02423,1,1,1
hackthoon308train02424,1,0,1
hackthoon308train02425,1,1,0
hackthoon308train02426,1,1,0
hackthoon308train02427,0,1,1
hackthoon308train02428,1,0,1
hackthoon308train02429,1,1,0
hackthoon308train02430,1,0,1
hackthoon308train02431,1,1,0
hackthoon308train02432,0,1,1
hackthoon308train02433,1,1,1
hackthoon308train02434,1,1,1
hackthoon308train02435,1,1,1
hackthoon308train02436,1,0,1
hackthoon308train02437,1,0,1
hackthoon308train02438,0,1,1
hackthoon308train02439,0,1,1
hackthoon308train02440,1,1,0
hackthoon308train02441,0,1,1
hackthoon308train02442,0,1,1
hackthoon308train02443,1,1,0
hackthoon308train02444,1,0,1
hackthoon308train02445,1,1,1
hackthoon308train02446,0,1,0
hackthoon308train02447,1,0,0
hackthoon308train02448,1,0,1
hackthoon308train02449,1,1,0
hackthoon308train02450,1,1,1
hackthoon308train02451,1,1,1
hackthoon308train02452,1,0,0
hackthoon308train02453,0,1,1
hackthoon308train02454,1,1,1
hackthoon308train02455,1,1,1
hackthoon308train02456,1,1,1
hackthoon308train02457,1,1,0
hackthoon308train02458,0,1,1
hackthoon308train02459,1,1,1
hackthoon308train02460,1,1,1
hackthoon308train02461,1,0,1
hackthoon308train02462,1,1,1
hackthoon308train02463,0,1,1
hackthoon308train02464,1,1,0
hackthoon308train02465,1,1,1
hackthoon308train02466,0,1,1
hackthoon308train02467,0,1,1
hackthoon308train02468,1,1,1
hackthoon308train02469,1,1,1
hackthoon308train02470,1,1,0
hackthoon308train02471,0,1,1
hackthoon308train02472,1,1,0
hackthoon308train02473,0,1,1
hackthoon308train02474,1,0,1
hackthoon308train02475,0,1,1
hackthoon308train02476,1,0,1
hackthoon308train02477,0,0,1
hackthoon308train02478,0,0,1
hackthoon308train02479,1,1,1
hackthoon308train02480,1,1,1
hackthoon308train02481,1,1,0
hackthoon308train02482,1,1,1
hackthoon308train02483,0,0,1
hackthoon308train02484,0,1,1
hackthoon308train02485,1,0,1
hackthoon308train02486,0,1,1
hackthoon308train02487,1,1,1
hackthoon308train02488,1,1,0
hackthoon308train02489,1,0,1
hackthoon308train02490,1,1,0
hackthoon308train02491,1,0,0
hackthoon308train02492,1,0,1
hackthoon308train02493,1,1,1
hackthoon308train02494,0,0,1
hackthoon308train02495,1,1,1
hackthoon308train02496,1,1,0
hackthoon308train02497,1,0,0
hackthoon308train02498,1,0,1
hackthoon308train02499,1,1,0
hackthoon308train02500,1,0,1
hackthoon308train02501,0,1,0
hackthoon308train02502,0,1,1
hackthoon308train02503,1,1,1
hackthoon308train02504,1,1,1
hackthoon308train02505,1,0,1
hackthoon308train02506,1,1,1
hackthoon308train02507,0,0,1
hackthoon308train02508,1,1,1
hackthoon308train02509,0,1,1
hackthoon308train02510,0,1,0
hackthoon308train02511,1,0,0
hackthoon308train02512,1,0,1
hackthoon308train02513,1,1,1
hackthoon308train02514,1,0,1
hackthoon308train02515,1,1,1
hackthoon308train02516,0,1,1
hackthoon308train02517,1,1,0
hackthoon308train02518,1,1,1
hackthoon308train02519,1,1,0
hackthoon308train02520,1,1,1
hackthoon308train02521,1,1,1
hackthoon308train02522,0,1,1
hackthoon308train02523,1,1,1
hackthoon308train02524,1,1,1
hackthoon308train02525,1,1,0
hackthoon308train02526,1,0,1
hackthoon308train02527,0,1,1
hackthoon308train02528,0,1,1
hackthoon308train02529,1,0,1
hackthoon308train02530,1,0,0
hackthoon308train02531,1,0,1
hackthoon308train02532,0,1,1
hackthoon308train02533,0,1,1
hackthoon308train02534,0,1,1
hackthoon308train02535,1,1,1
hackthoon308train02536,1,1,1
hackthoon308train02537,1,0,1
hackthoon308train02538,0,1,1
hackthoon308train02539,1,1,0
hackthoon308train02540,0,1,1
hackthoon308train02541,1,0,1
hackthoon308train02542,1,0,1
hackthoon308train02543,1,1,1
hackthoon308train02544,1,1,0
hackthoon308train02545,0,1,1
hackthoon308train02546,0,1,1
hackthoon308train02547,1,0,1
hackthoon308train02548,0,1,1
hackthoon308train02549,0,1,1
hackthoon308train02550,1,1,1
hackthoon308train02551,1,1,1
hackthoon308train02552,0,1,1
hackthoon308train02553,1,1,0
hackthoon308train02554,1,1,0
hackthoon308train02555,1,1,1
hackthoon308train02556,1,1,1
hackthoon308train02557,0,1,1
hackthoon308train02558,0,0,1
hackthoon308train02559,1,1,1
hackthoon308train02560,0,0,1
hackthoon308train02561,1,1,0
hackthoon308train02562,1,1,0
hackthoon308train02563,1,1,1
hackthoon308train02564,0,1,1
hackthoon308train02565,1,0,1
hackthoon308train02566,1,1,0
hackthoon308train02567,1,1,0
hackthoon308train02568,0,1,1
hackthoon308train02569,0,1,1
hackthoon308train02570,0,1,1
hackthoon308train02571,1,1,0
hackthoon308train02572,0,1,1
hackthoon308train02573,0,1,1
hackthoon308train02574,1,0,1
hackthoon308train02575,0,1,1
hackthoon308train02576,1,0,1
hackthoon308train02577,1,1,1
hackthoon308train02578,1,1,1
hackthoon308train02579,1,0,1
hackthoon308train02580,0,1,1
hackthoon308train02581,1,1,0
hackthoon308train02582,0,1,1
hackthoon308train02583,1,0,1
hackthoon308train02584,1,0,1
hackthoon308train02585,1,1,1
hackthoon308train02586,1,1,1
hackthoon308train02587,0,0,1
hackthoon308train02588,0,1,1
hackthoon308train02589,0,1,1
hackthoon308train02590,0,1,1
hackthoon308train02591,1,0,1
hackthoon308train02592,1,0,0
hackthoon308train02593,1,1,0
hackthoon308train02594,1,0,1
hackthoon308train02595,0,1,1
hackthoon308train02596,0,1,1
hackthoon308train02597,0,0,1
hackthoon308train02598,1,1,1
hackthoon308train02599,1,0,1
hackthoon308train02600,1,1,0
hackthoon308train02601,1,1,0
hackthoon308train02602,1,0,0
hackthoon308train02603,1,1,1
hackthoon308train02604,0,1,1
hackthoon308train02605,1,1,0
hackthoon308train02606,0,1,1
hackthoon308train02607,1,1,0
hackthoon308train02608,0,1,1
hackthoon308train02609,1,0,1
hackthoon308train02610,1,1,0
hackthoon308train02611,0,0,1
hackthoon308train02612,0,1,1
hackthoon308train02613,1,1,0
hackthoon308train02614,0,1,1
hackthoon308train02615,1,0,1
hackthoon308train02616,1,0,0
hackthoon308train02617,0,0,1
hackthoon308train02618,1,1,0
hackthoon308train02619,1,0,1
hackthoon308train02620,1,1,0
hackthoon308train02621,0,1,1
hackthoon308train02622,0,0,1
hackthoon308train02623,0,1,1
hackthoon308train02624,1,1,1
hackthoon308train02625,1,1,1
hackthoon308train02626,1,1,0
hackthoon308train02627,0,1,1
hackthoon308train02628,0,1,1
hackthoon308train02629,1,1,0
hackthoon308train02630,1,1,0
hackthoon308train02631,0,0,1
hackthoon308train02632,1,0,1
hackthoon308train02633,1,1,1
hackthoon308train02634,1,1,1
hackthoon308train02635,0,1,1
hackthoon308train02636,0,0,1
hackthoon308train02637,0,1,1
hackthoon308train02638,1,0,1
hackthoon308train02639,1,1,0
hackthoon308train02640,0,1,0
hackthoon308train02641,1,0,1
hackthoon308train02642,1,1,0
hackthoon308train02643,1,0,1
hackthoon308train02644,1,1,1
hackthoon308train02645,1,0,1
hackthoon308train02646,1,1,0
hackthoon308train02647,0,1,1
hackthoon308train02648,0,1,1
hackthoon308train02649,1,0,0
hackthoon308train02650,1,1,0
hackthoon308train02651,1,1,1
hackthoon308train02652,1,1,0
hackthoon308train02653,1,1,1
hackthoon308train02654,1,0,1
hackthoon308train02655,1,1,1
hackthoon308train02656,1,1,0
hackthoon308train02657,1,0,1
hackthoon308train02658,1,1,1
hackthoon308train02659,1,0,1
hackthoon308train02660,1,1,1
hackthoon308train02661,0,1,1
hackthoon308train02662,1,1,0
hackthoon308train02663,1,1,0
hackthoon308train02664,1,1,1
hackthoon308train02665,1,0,1
hackthoon308train02666,0,1,0
hackthoon308train02667,1,0,1
hackthoon308train02668,0,1,0
